glossary_id,term,category,definition,tkdl_original_term,source_url,verification_status
GLOS-0061,Avaleha,Bhai¾ajya Kalpan¢,"Medicinal preparation meant to be licked or lapped up by the tongue. It has consistency of thick paste and is prepared by boiling and reducing the strained decoction to desired consistency and adding sugar or jaggery to it. Easily assimilable, Cyavanapr¢ºa is the most popularly used Avaleha.",Avaleha,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,verified
GLOS-0062,Bāhya Parimārjana,K¢yacikits¢,"External cleansing therapies. Treatment procedures through external purificatory measures. It includes several therapeutic procedures i.e. methods of external oleation e.g. Abhya¬ga, sudation (Svedana) and medicated gargles (Ga´²¦¾a).",B¢hya Parim¢rjana,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,encoding_mapped
GLOS-0063,Bala,¹¢r¤rakriy¢,"Sa¼sk¨ta term for strength. In ¡yurveda, the term signifies not only the physical strength, but includes the vibrant immunity, which is capable of acting without being acknowledged. It has been further classified into three types - natural (Sahaja Bala), seasonal (K¢laja Bala) and aquired (Yuktik¨ta Bala).",Bala,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,verified
GLOS-0064,Balya,Dravyagu´a,"Means the one that promotes strength. The term signifies pharmacological property of a drug. It is used for the energizers that provide strength to the body. Apart from increasing muscular strength and tone i.e; the physical capacity, they increase the immunity i.e; ability to resist diseases.",Balya,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,verified
GLOS-0065,Baṛdha,¹alya Ta¼tra,"Literally meaning bandage. In ¡yurveda, the term specifically refers to the knots or the bandages, which are regarded as a very important aspects of  surgery (¹alyata¼tra). Fifteen different types of bandages pertaining to different body parts and different areas have been mentioned.",Ba¼dha,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,encoding_mapped
GLOS-0066,Basti,Racan¢ ¹¢r¤ra,"Sa¼sk¨ta term for urinary bladder. According to ¡yurveda, it is a vital part (Marma).",Basti,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,verified
GLOS-0067,Basti,K¢yacikits¢,"Literally meaning the urinary bladder, Basti refers to therapeutic administration of medications through rectal, vaginal or uretheral routes. It has been named so as in ancient times, bladder of large animals like goat and cow were used as enema bags for its administration. Most important component of Pa®acaKarma therapy, it is the best curative & palliative procedure for V¢ta disorders. Regarded as half or sometimes the whole of the therapy, the procedure has rejuvenative (health promoting) value as well.",Basti,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,verified
GLOS-0068,Bhānupāka,Bhai¾ajya Kalpan¢,"Bh¢nu stands for sun, P¢ka refers to processing. The term, therefore, refers to processing of drugs in the sunlight. It is basically the process of evaporating the moisture/water content of the drugs by exposure to sun. Specifically mentioned for preparation of Loha Bhasma.",Bh¢nup¢ka,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,encoding_mapped
GLOS-0069,Bhāvanā,Bhai¾ajya Kalpan¢,"Addition of fluids (decoction/juices) to the powdered drugs (plant or mineral origin) followed by trituration of the drugs till the fluid dries up.Commonest procedure during preparation of the formulations, it potentiates the action of original drugs. Generally, the process is repeated several times, so that the drug aquires active principles of the incorporated fluids.",Bh¢van¢,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,encoding_mapped
GLOS-0070,Bhaiṣajya Kalpanā,A¾°¢¬ga ¡yurveda,"¡yurvedika pharmaceutics. The term Bhaishajya' means medicine and Kalpan¢' means form. It is that branch of ¡yurveda which deals with pharmaceutical preparation of different forms of medicine e.g. syrup, tablet, powder etc.",Bhai¾ajya Kalpan¢,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,encoding_mapped
GLOS-0071,Bhasma,Rasaº¢stra,"Literally the term stands for holy ash. In ¡yurveda, the term signifies alkaline ashes derived from organic (plant and animal) as well as inorganic (mineral & metallic) substances. Commonly, the term refers to calcined or incinerated form of mineral and metallic substances, prepared through elaborate processess of ¹odhana and  M¢ra´a. Water soluble Bhasmas of  plants are are called as K¾ara. Bhasmas are used widely as these are available at all the times, can be preserved for longer periods and are effective in small doses. They are intended for internal use.",Bhasma,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,verified
GLOS-0072,Bheda,Roga Nid¢na,"Literally means type, divison, variety or distinction, the term describes the types of a disease in ¡yurveda. It is also regarded as developmental stage of an untreated disorder; and refers to sixth stage of disease manifestation, characterised by complications and aggravation into chronicity.",Bheda,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,verified
GLOS-0073,Bhedana,Dravyagu´a,"Literally, the term means breaking through or piercing. One of the pharmacological actions of the ¡yurvedika drugs, the term is used to denote purgatives like Picrorhiza kurroa, which cause forcible expulsion of feaces by breaking down the hardened stool.",Bhedana,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,verified
GLOS-0074,Bhedana,¹alya Ta¼tra,One of the eight surgical procedures (¹astra Karma) in ¡yurveda. It signifies the incision which is used to achieve effective drainage or exposure of underlying structures to let the contents out. Used for treatment of suppurative disorders which require drainage e.g. an abscess (Vidradhi).,Bhedana,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,verified
GLOS-0075,Bodhaka Kapha,¹¢r¤rakriy¢,Literally means the awakener' or the one who catalyzes knowledge. It is one of thesub-types of Kapha that is located in the tongue and enables perception of taste.,Bodhaka Kapha,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,verified
GLOS-0076,Bśhaṛīa,K¢yacikits¢,"Nourishing therapies in ¡yurveda. One of the six preparatory treatments (Upakrama) which promote bulk and nourishment of the body. It consists of administration of certain drugs or food articles which are Balya (strength promoting) in nature alongwith prescription of regimens like sleep, bath, gentle massage and administration of certain medicated oil enemas (Anuv¢sana Basti). Predominently used for V¢ta disorders. Can be regarded as a palliative therapy.",B¨ha¼´a,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,encoding_mapped
GLOS-0077,Bśhattray¤,Sa¼hit¢,"The three most ancient scriptures of ¡yurveda i.e. Caraka Sa¼hit¢, Suºruta Sa¼hit¢ and A¾°¢¬ga H¨daya are collectively referred to as B¨hattray¤ or the three supreme or paramount texts. These form the most important database of ¡yurvedika medicine at present. The treatises represent systemization of medical science of ¡yurveda upto seventh centuary A.D. Each of the texts describes not only the theoretical & philosphical basis of ¡yurveda, but also the diagnosis, therapy as well as preparation of numerous curative formulations.",B¨hattray¤,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,encoding_mapped
GLOS-0078,Bhrājaka Pitta,¹¢r¤rakriy¢,"One of the subtypes of  Pitta that is located in the skin and governs lusture, complexion & body's temperature by keeping secreations from sweat and sebaceous glands of the skin active.",Bhr¢jaka Pitta,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,encoding_mapped
GLOS-0079,Bhrama,Roga Nid¢na,"Sa¼sk¨ta term meaning an illusion, deceit or wrong perception. Regarded as a mental disorder in ¡yurveda, it refers to false knowledge or mistake e.g. regarding a rope as snake.",Bhrama,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,verified
GLOS-0080,Bhūtāgni,¹¢r¤rakriy¢,"Elemental fire. The form of Agni at molecular level. It is of five types corresponding to each of Pa®camah¢bh¦ta, responsible for transformation of respective element in the dietary articles, thus helping in molecular metabolism. Can be regarded as digestive enzymes.",Bh¦t¢gni,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,encoding_mapped
GLOS-0081,Bhūta Vidyā,A¾°¢¬ga ¡yurveda,"One of the eight branches of ¡yurveda which classically deals with pacification of demons and ghosts through Yogika and divine therapies like Ma¼tra Cikits¢, Pr¢´¢yama and ¹¢ntiKarma etc. Since the symptoms are psychological and the treatments are also rational, it can be regarded as ¡yurvedika psychiatry in modern era.",Bh¦ta Vidy¢,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,encoding_mapped
GLOS-0082,Brahmacarya,Svasthav¨tta,"One of the three leading pillars of healthy living (Upastambha) and fourth part of Yama in A¾°¢¬ga yoga, it not only includes sexual restraint or abstinence but intelligent handling of sexual energy. It is the first ¡ºrama i.e.department of spiritual life.",Brahmacarya,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,verified
GLOS-0083,Brahma Mūhūrta,Svasthav¨tta,"Pre-dawn hours. It is the period roughly 1.5 hours or ninety minutes before sunrise. ¡yurveda regards it is auspicious to arise in this hour. Known as God's hour, it is regarded as most conducive for meditation and to aquire supreme knowledge and eternal hapiness.",Brahma M¦h¦rta,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,encoding_mapped
GLOS-0084,Buddhi,Pad¢rtha Vij®¢na,"Sa¼sk¨ta term derived from ''Buddha', which means - to know. Literally the term means intellect. It is the faculty of wisdom, intelligence and discrimination, refers to intellect of living beings, that by which one knows or is aware. It is the ultimate decision maker, a decisive state which determines distinction between the things.",Buddhi,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,verified
GLOS-0085,Cakra,Svasthav¨tta,"Sa¼sk¨ta term for wheel or a disk. In ¡yurveda, it signifies the seven basic energy centres within the body of which ones consciousness is composed. In physical body the centres correspond to nervous system or glands situated along the spinal cord from base to head. These are sacred energy gateways which govern subtle psychosomatic aspect of inner being. Useful in Yoga and meditation, these have qualities of re-establishing the inner balance and restoring the health form.",Cakra,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,verified
GLOS-0086,Cakṣu,Pad¢rtha Vij®¢na,"Sa¼sk¨ta synonym for eye, the sense organ of vision. Regarded as faculty of sight, light and clearness, its other synonyms are Ak¾i, Nayana & Netra.",Cak¾u,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,encoding_mapped
GLOS-0087,Cakṣuṣya,Dravyagu´a,Literally the term signifies drugs which are Ras¢yana for the eyes (beneficial for the eyes). The term is used for the drugs which provide health and longevity to the eyes and support the health of eye.,Cak¾u¾ya,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,encoding_mapped
GLOS-0088,Caraka,Sa¼hit¢,"The original commentator on Caraka Sa¼hit¢, considered to be father of ¡yurvedika medicine.",Caraka,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,verified
GLOS-0089,Caraka Saṛhitā,Sa¼hit¢,"It is the most ancient and most authoritative text of ¡yurveda available today. Originally in Sa¼sk¨ta and mostly in verse form, the text predominently deals with the treatments through internal and external applications of medicine. It explains the logic and philosphy on which ¡yurvedika system of medicine is based. It remains the most authentic ¡yurvedika text on internal medicine till date.",Caraka Sa¼hit¢,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,encoding_mapped
GLOS-0090,Catuṣpāda,Sa¼hit¢,"Four props or parts of medical practice. The term signifies four essential ingredients of successful medical management. These include: Bhi¾aka (physician), Dravya (drugs,diet and all other medical facilities needed in the treatment),Upasth¢t¢ (attendent or nursing personnel) & Rog¤ (Patient). A meaningful and effective co-operation of these four aspects of therapeutics plays an important role in successful management of the disorder.",Catu¾p¢da,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,encoding_mapped
GLOS-0091,Cetanā,Pad¢rtha Vij®¢na,"Derived from the root Citta', means to perceive or understand. The term signifies the individualised consciousness or intelligence i.e. the means by which one becomes aware of oneself and the things around. Heart is regarded as principle seat of consciousness (Cetan¢ Sth¢na) in ¡yurveda.",Cetan¢,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,encoding_mapped
GLOS-0092,Chardi,Roga Nid¢na,"Regarded as a disorder in ¡yurveda, the term refers to vomiting due to vitiation of Do¾a or unpleasent sensory experience. In it especially upward moving Ud¢nav¢yu is vitiated.",Chardi,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,verified
GLOS-0093,Chedana,Dravyagu´a,"Literally the term means to cut away. One of the pharmacological actions of ¡yurvedika drugs, it refers to the herbs which actively draw out the Do¾a by scraping them from the tissues. For example, Marica (fruit of black pepper)",Chedana,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,verified
GLOS-0094,Chedana,¹alya Ta¼tra,"Indicates excision. One of the eight surgical procedures (¹astra Karma). A procedure whereby a part or whole of the limb or body structure is cut off from the parent. It is employed for non-suppurative, hard, fixed and necrotising tissue lesions.",Chedana,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,verified
GLOS-0095,Cikitsā,K¢ya Cikits¢,"Derived from the root 'Ki° Rog¢pnayane', it refers to measures related to cure and relief from disease. Regarded as a synonym of treatment or therapies, it comprises of measures dealing with eradication of causative factors as well as treatment of the disorders. The treatment in ¡yurveda is widest and most comprehensive among all other systems of medicine. Principally, it is classified into three broad categories namely - Sa¼ºodhana (purificatory therapies), Sa¼ºamana (palliative therapies) and Nid¢naparivarjana (elimination of cause).",Cikits¢,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,encoding_mapped
GLOS-0096,Citta,Pad¢rtha Vij®¢na,"Subconscious mind. It is the storehouse of memory, regarded as the seat of three fold mental faculties comprising of the Buddh¤ (intellect), Mana (mind) and the Aha¼k¢ra (egoism).",Citta,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,verified
GLOS-0097,Cūrīa,Bhai¾ajya Kalpan¢,"Literally the term stands for powder. It signifies fine powder of a drug or fine mixture of the drugs. Commonly used form of ¡yurvedika drugs, it retains potency for one year if well preserved.",C¦r´a,https://www.tkdl.res.in/tkdl/langdefault/Ayurveda/Ayu_Glossary.asp?GL=Eng,encoding_mapped
